@relation corpus_final

@attribute corpus string
@attribute TLD {China,Germany,India,Japan,Pakistan}

@data
' May 14 2015 Updated Agreement concluded with MLIT on DAICHI 2 observation data ',Japan
' JAXA concluded an agreement with the Kyushu Regional Development Bureau of the Ministry of Land Infrastructure Transport and Tourism  MLIT  on April 30 2015 to provide observation data by the Advanced Land Observing Satellite 2 DAICHI 2   ALOS 2 . The purpose of the agreement is to survey  1  secular changes of landscape and ash fall and  2  isolated islands for their up keep. We will work together to conduct surveys more efficiently with broader covering areas by mutually sharing and studying observation data possessed by the Kyushu Regional Development Bureau and JAXA s satellite data. Taking this opportunity of concluding the agreement we would like to contribute to a safe and secure society by expanding the use of satellites. ',Japan
' May 12 2015 Updated Mercury Magnetosphere Orbiter arrived at European Space Research and Technology Center ',Japan
' The Mercury Magnetosphere Orbiter  MMO  which left the Sagamihara Campus in mid April arrived at the European Space Research and Technology Centre  ESTEC  in the Netherlands on April 16. The MMO will be tested there then launched with the Mercury Planetary Orbiter  MPO  of the European Space Cagney  ESA  from the Guiana Space Center  in French Guiana  in JFY 2016. ',Japan
' Apr. 30 2015 Updated IKAROS wakes up from hibernation mode for the 4th time ',Japan
' The IKAROS seemed to wake up from its hibernation mode in mid March 2015 and JAXA searched for it based on its attitude and orbit prediction to receive its radio waves. On April 23  Thu.  we successfully found the IKAROS which is flying at a distance of about 120 million kilometers from the Earth. We will continue to receive data from the IKAROS until May to confirm its condition and analyze the information. ',Japan
' The IKAROS launched in May 2010 completed its mission and is now revolving around the sun about every 10 months. Power generation is insufficient for seven months out of 10 so the IKAROS goes into hibernation mode for this period by shutting down instruments. For the remaining three months the IKAROS is awake with enough power so that we can receivedata from it. ',Japan
' Apr. 21 2015 Updated Soft Gamma ray Detectors  SGDs  installation on ASTRO H completed ',Japan
' Two Soft Gamma ray Detectors  SGDs  which successfully went through the thermal vacuum test and the cooling test were installed onto the ASTRO H. The photo shows the SGD2 on the ASTRO H with a debris cover and a radiator. A golden color MLI  multi layer insulation  will wrap them so that they will not be seen from outside. All the observation instruments are now installed on the ASTRO H so its preparations for launch are turning the final corner. We will work harder to overcome the many remaining hurdles including the functional test thermal vacuum test and vibration test. ',Japan
' Apr. 10 2015 Updated Baton pass to new Hayabusa2 project manager ',Japan
' The Hayabusa2 is stably flying in space. The new fiscal year has just started in Japan and JAXA is taking a new step as we became a National Research and Development Agency from the previous independent administrative agency. The Hayabusa2 project is also taking a fresh step with a new team including handing the baton over to a new project manager. All members of the project are engaged in the mission with a fresh mindset. ',Japan
' Message from New Project Manager Yuichi Tsuda ',Japan
' The Hayabusa2 is stably flying since its launch and smoothly continuing it interplanetary cruising. I can therefore take over the mission at the best condition from my predecessor former Project Manager Hitoshi Kuninaka who led the development of the project. With many operation experts joining the new team we would like to successfully send the Hayabusa2 to the asteroid 1999JU3 and have it come home safely. The Hayabusa2 mission is challenging an unexplored field. We would like to contribute to enhancing the value of technology science and space exploration through our accomplishments in traveling through the solar system in this six year mission. ',Japan
' Message from Former Project Manager Hitoshi Kuninaka ',Japan
' As the development phase is over Hayabusa2 s deep space exploration has started. At the beginning of this fiscal year a multiple number of our project members including myself were subject to personnel changes. Our team worked well with good team spirit to tackle and overcome various obstacles and difficulties. Therefore I felt a bit disappointed to see part of the team was shuffled. Having said that those who remain in the team as well as the leaving members vow to work hard and do our best using our expertise in space projects no matter what department we are assigned to. Your continued support for the Hayabusa2 is very much appreciated. ',Japan
' Photo  left  New Project Manager Yuichi Tsuda right  Former Project Manager Hitoshi Kuninaka ',Japan
' Mar. 27 2015 Updated Galaxy Scale Outflow of Matter Stimulated by a Monster Black hole ',Japan
' By the observations from the Japan led Suzaku X ray satellite adn the European Space Agency s infrared Herschel Space Observatory scientists have discovered the first proof that a fierce outward wind  is produced when a huge black hole consumes a large mass of material and the wind is source of outflow of matter at the galaxy scale. Detail analysis of spectral data acquired from Suzaku s on board CCD camera found that active galactic nucleus are blown out from near edge of a center huge black hole every year at equivalent of 1.5 solar mass and at about 30  of light speed. They further describe that the black hole s activity is responsible for blowing star forming gas out of the galaxy s central regions. When the black hole shines at its brightest the researchers say it s also effectively clearing gas and dust from the galaxy s central regions and shutting down star formation there. The scientists think the observed galaxy known as IRAS F11119 3257 represents an early phase in the evolution of a quasar a type of black hole powered galaxy with extreme luminosity across a broad wavelength range. This research outcome indicates that the black hole s activity in galactic center is a key to understand the evolution of the host galaxy. This research outcome is published in the March 26 edition of Nature. ',Japan
' Mar. 25 2015 Updated HISAKI s first observation of Jupiter s magnetosphere ',Japan
' A research team led by Researcher Tomoki Kimura  researcher of the Japan Aerospace Exploration Agency as well as a research fellowship for young scientist of the Japan Society for the Promotion of Science  captured a sudden brightening  auroral expansion  through long term continuous observations of Jupiter by the Spectroscopic Planet Observatory for Recognition of Atmosphere HISAKI and clarified for the first time in the world that this phenomenon was caused by the rapid rotation of Jupiter. ',Japan
' Mar. 19 2015 Updated The Mercury Magnetosphere Orbiter  MMO  was shown to the media ',Japan
' The Mercury Magnetosphere Orbiter  MMO  was shown to the media on March 15. The Mercury Exploration Mission BepiColomobo is now under development with a target launch for JFY 2016. The MMO will be shipped to Europe soon to be placed in the BepiColombo. ',Japan
' Mar. 5 2015 Updated Hayabusa2 initial functional confirmation completed and moved to cruising phase to asteroid ',Japan
' The Asteroid Explorer Hayabusa2  launched on Dec. 3 2014 completed its initial functional confirmation period of about three months. The explorer was moving to the cruising phase on March 3 while heading to the asteroid 1999 JU3.  The Hayabusa2 is in good health. It will be under preparatory operation including speed increase by continuous operation of the ion engines for an Earth swing by scheduled in Nov. or Dec. 2015. ',Japan
' Feb. 6 2015 Updated AKATSUKI to be re injected into Venus orbit on Dec. 7 ',Japan
' After failing to be injected into the Venus orbit in Dec. 2010 JAXA has been carefully considering another injection attempt opportunity for the Venus Climate Orbiter AKATSUK  to the Venus orbit when the orbiter meets Venus in the winter of 2015. As a result of detailed study JAXA decided to inject the AKATSUKI into the orbit on December 7  Mon.  2015. After being injected into the orbit the AKATSUKI will observe the atmosphere of Venus which is often referred to as a twin sister of the Earth through remote sensing. Its observations are expected to develop Planetary Meteorology further by elucidating the atmospheric circulation mechanism and studying the comparison with the Earth. ',Japan
' Feb. 3 2015 Updated Hayabusa2 in great shape   Initial functional confirmation going smoothly ',Japan
' The Hayabusa2 launched on Dec. 3 2014  JST  is now undergoing the initial functional confirmation. Basic operations and performance of onboard instruments and ground systems have been tested one by one as of the end of January. Here are some major examples of what we confirmed. ',Japan
' Ion engine test operation  one unit at a time  Four ion engines were being operated one by one. A thrust of 7 10 mN was generated on the orbit for the first time. ',Japan
' Establishing communication by Ka band communication equipment  Between Jan. 5 to 10 2015  Communication was successful between the Hayabusa2 and NASA DSN stations to establish deep space Ka band communication for the first time for a Japanese space explorer. Ka band communication will be used to send observation data during the mission for the Hayabusa2 to stay near the asteroid. ',Japan
' Ion engine can autonomously operate for 24 hours. Long duration of autonomous operation   1  with two or three ion engines was tested and 24 hour continuous operation was attained. The maximum thrust was confirmed to be about 28 mN which is the expected value. ',Japan
' The explorer is currently in good shape. We will further confirm the coordinated function of multiple instruments of the Hayabusa2 and plan to move to the cruise operation phase   2  sometime in March. ',Japan
'  1 The autonomous operation is automatic control of an engine without instructions from the ground.  2 The mode of full scale navigation operation toward the asteroid through acceleration and orbit control by ion engine thrust. ',Japan
' Jan. 25 2015 Updated Thermal vacuum test for Soft Gamma ray Detectors ',Japan
' The Soft Gamma ray Detectors  SGD  to observe the soft gamma ray region of 60 to 600 keV are under the thermal vacuum test in the 8 meter chamber at the Tsukuba Space Center to confirm their thermal design. The sensor part of the SGD does not activate till the temperature hits a low temperature of minus 20 degrees  C . However the SGDs will be installed outside of the satellite panel thus their temperature will increase from radiation from the Sun and the Earth thermal input from the satellite panel and heat from a large amount of LSI  large scale integrated circuits  and an amplifier if nothing is done. Therefore the accumulating heat will be carried to the radiator through thermal transfer and a heat pipe to be released and the SGD will be covered by the multi layer insulation  MLI  which looks like a bunch of aluminum foils to shut out heat input. The semiconductor sensor is also activated with high voltage of 200 to 1000 V hence it should also be tested if it would discharge in vacuum. Photo  The SGD 2 sits in the 8 meter chamber. ',Japan
' Jan. 23 2015 Updated ALOS 2 CIRC data is open to public  ',Japan
' After the calibration and validation of ALOS 2 CIRC JAXA confirmed the data quality of ALOS 2 CIRC is adequate. All ALOS 2 CIRC data is avaliable from CIRC observation data search if user follows the CIRC data policy. The ultimate goal of the CIRC project is to minimize the damage and impact caused by forest fires as well as contributing to urban planning and our understanding of volcanic disasters. ',Japan
' Jan. 20 2015 Updated Highly detailed data of far infrared all sky image ',Japan
' A team led by the University of Tokyo compiled a new far infrared all sky image using data acquired by the Infrared Astronomical Satellite AKARI. JAXA also cooperated with the team for image data compilation and its publication. The resolution of the compiled data is four to five times better than the previous far infrared all sky image and its observation wave length is also longer. The image data is published on the ISAS site for the use of world researchers. ',Japan
' Jan. 9 2015 Updated AKATSUKI heading to Venus again ',Japan
' The Venus Climate Orbiter AKATUSKI  has been flying on an orbit in which it could meet Venus again in 2015 since it carried out orbit control maneuvers three times in 2011 after its failure to be injected into the target orbit due to damage to its main engine in Dec. 2010. On the current orbit the orbiter has been exposed to heat that is about three times hotter than that of the Earth thus we are concerned if some instruments might have been damaged. Fortunately the deterioration rate of the thermal insulation material has been subsided and we are now planning to control the AKATSUKI to inject it into the Venus orbit while monitoring the conditions of the orbiter including the temperature of each instrument and part. ',Japan
' Dec. 26 2014 Updated Global Change Observation Mission   Climate  GCOM C  mission logo ',Japan
' A mission logo for the Global Change Observation Mission   Climate  GCOM C  has been selected. GCOM C is a satellite mission to clarify the climate change mechanism such as global warming as well as to monitor the status of flying yellow sand and to observe ocean plankton to estimate fishing points by acquiring various data on the Earth that is considered to have an impact on climate change. The design of the GCOM C mission logo is a simplified drawing of clouds dust in the atmosphere  aerosols  vegetation  forests  snow ice and ocean. The evergreen color which is a traditional Japanese color was selected for the basic color of the logo. The color shows our desire that the mission will constantly thrive for a long time like leave colors of evergreen trees such as Japanese pines and cedars. GCOM C is under development to be ready for launch in JFY 2016. ',Japan
' Dec. 25 2014 Updated IBUKI  GOSAT  Satellite s Historically Unprecedented Observation of Anthropogenic CO2 Emissions of Mega City Regions from Space ',Japan
' The Greenhouse gases Observing SATellite IBUKI developed jointly by the Ministry of the Environment  MOE  the National Institute for Environmental Studies  NIES  and the Japan Aerospace Exploration Agency  JAXA  is the world s only satellite designed specifically to monitor greenhouse gases from space. The satellite has continued to fulfill its main mission in monitoring atmospheric carbon dioxide  CO2  and methane concentrations from space to improve the accuracy of sink source estimates and achieve its target to contribute to precision refinement for the ongoing elucidation of carbon cycles since its launch on January 23 2009. ',Japan
' Dec. 5 2014 Updated Hayabusa2 flying smoothly  ',Japan
' JAXA confirmed the completion of a sequence of the important operations for the Hayabusa2 mission. With this confirmation the critical operation phase  of the Hayabusa2 was completed. The explorer is now in a stable condition. ',Japan
' We would like to express our sincere appreciation to all parties and personnel concerned for their support and cooperation with the Hayabusa2 launch and tracking control operations. In addition we would also like to ask for your continued cooperation and support for the long term Hayabusa2 space exploration mission. ',Japan
' Please send your support messages for the mission   you can send a message from Hayabusa2 Project page or tweet with hashtag  hayabusa2 . ',Japan
' Dec. 3 2014 Updated Hayabusa2 successfully launched  ',Japan
' H IIA F26 with the Asteroid Explorer Hayabusa2 onboard launched at 1 22 04 p.m. on Dec 3 2014  JST  from the Tanegashima Space Center. The rocket flew smoothly and at about approximately one hour 47 minutes and 21 seconds after liftoff Hayabusa2 was separated from the H IIA F26. We will update you with the latest information on the Hayabusa2 on the project page. Please send your support messages for the mission   you can send a message from Hayabusa2 Project page or tweet with hashtag  hayabusa2 . ',Japan
' Nov. 30 2014 Updated Hayabusa2 Launch rescheduled to 1 22 04 p.m. on December 3  Mon.  2014 ',Japan
' Mitsubishi Heavy Industries Ltd. and JAXA have decided to postpone the launch of Hayabusa2 and piggyback payloads by the H IIA F26 to 1 22 04 p.m. on Dec 3  Wed. JST . ',Japan
' The live launch report will begin at 12 25 p.m. on December 3  Mon.  JST . The report will be broadcast through the Internet. Please send your support messages for the mission   you can send a message from Hayabusa2 Project page or tweet with hashtag  hayabusa2 . ',Japan
' We decided to postpone as a result of the go no go decision meeting today which carefully checked the weather forecast and found that strong wind exceeding the weather restrictions was projected around the launch pad at the scheduled launch time on the previous schedule launch day of Dec. 1  Mon.  2014.  The launch may be delayed further depending on weather conditions and other factors. ',Japan
' Nov. 29 2014 Updated Hayabusa2 Launch rescheduled to 1 22 43 p.m. on December 1  Mon.  2014 ',Japan
' The launch of the Asteroid Explorer Hayabusa2 and three micro piggyback payloads by the H IIA Launch Vehicle No. 26 was rescheduled at 1 22 43 p.m. on December 1  Mon. Japan Standard Time JST  after carefully studying the weather conditions. Accordingly the live launch report will begin at 12 25 p.m. on December 1  Mon.  JST . The report will be broadcast through the Internet. Please send your support messages for the mission or tweet it including the hashtag  hayabusa2. ',Japan
' Nov. 28 2014 Updated Hayabusa2 launch postponement ',Japan
' H IIA Launch Vehicle No.26 with the Asteroid Explorer Hayabusa2 onboard has been rescheduled as clouds including a freezing layer that exceeds the restrictions for suitable weather are forecast to be generated at around the scheduled launch time on November 30  Sun.  2014  Japan Standard Time.  The new launch day will be announced as soon as it is determined. ',Japan
' Nov. 27 2014 Updated New movie Ready to Face New Challenges  Hayabusa2   ',Japan
' The new video clip titled Ready to Face New Challenges  Hayabusa2   was uploaded to the YouTube. It has been four years since the Hayabusa s dramatic return from spacebringing back the world s first samples from an asteroid. To further clarify the mystery of the origin and evolution of human beings the Hayabusa2 is leaving for space. This video explains the special features and significance of the Hayabusa2 mission in an easy and simple manner. ',Japan
' Nov. 25 2014 Updated DAICHI 2  Regular Provision of Observation Data ',Japan
' JAXA began regular provision of the Advanced Land Observing Satellite 2 DAICHI 2   ALOS 2  observation data today as we have completed its initial functional confirmation and calibration operations as scheduled. The ALOS 2 Data Distribution Consortium is the contact point for general users to receive DAICHI 2 observation data. Please refer to the press release for further information. ',Japan
' Nov. 4 2014 Updated Hayabusa2 Launch Live Broadcast  by H IIA F26  ',Japan
' JAXA will broadcast a live report of the Asteroid Explorer Hayabusa2 s launch by the H IIA Launch Vehicle No.26  H IIA F26  from the Tanegashima Space Center. The report will cover launch events from the liftoff to the payload separation from the launch vehicle. ',Japan
' Program summary ',Japan
' The broadcast program consists of two parts. The first half mainly focuses on launch events prior to and after liftoff. Then the latter half covers events before and after the Hayabusa2 s separation from the launch vehicle. ',Japan
'  Please be aware that the time schedule of the program is subject to change due to progress of the launch operations. ',Japan
' Program contents ',Japan
' Part I Prior and after liftoff of H IIA F26 Hayabusa2 ',Japan
' Introduction of the Hayabusa2 mission including a VTR of its preparation operation ',Japan
' Introduction of piggyback payloads ',Japan
' Live launch report from the control room ',Japan
'  The scheduled launch time is 1 24 p.m. ',Japan
' Part I broadcast day and time 12 30 p.m. thru 1 45 p.m.  75 minutes  on Nov. 30  Sun.  ',Japan
' Part II ',Japan
' Prior to and after the Hayabusa2 s separation from the launch vehicle ',Japan
'   Images of piggyback payloads  separation will NOT be broadcast.   Hayabusa2 s separation is scheduled to take place one hour and 47 minutes after liftoff. ',Japan
' Part II broadcast day and time 3 00 p.m. to 3 30 p.m.  30 minutes  on Nov. 30  Sun.  ',Japan
' Internet live broadcast ',Japan
' JAXA will distribute our live report through the following Internet channels. ',Japan
'   The copyright of the live broadcast belongs to JAXA.   Please be aware that a slight time lag up to a few minutes may occur due to the Internet s characteristics. We are welcoming support messages at the special site. Please send your messages for the mission or tweet it. To tweet on Twitter please attach the hashtag  hayabusa2. Click the following link to send a message to JAXA. ',Japan
' Nov. 1 2014 Updated BepiColombo MMO system thermal vacuum test ',Japan
' The thermal vacuum test for the Mercury Magnetosphere Orbiter  MMO  of the BepiColombo was performed for three weeks at JAXA Sagamihara Campus. The photos show the transportation of the MMO from a cleanroom to the thermal vacuum chamber. For more details pleas check the JAXA digital archives. ',Japan
' On Oct. 24 2014 the Solar Physics Satellite HINODE  was in a straight line with the Sun and the moon on orbit to observe the annular solar eclipse. JAXA the National Institutes of Natural Science the National Astronomical Observatory of Japan and NASA took images of the scene and published the X ray solar photos and movies of the annular solar eclipse. The HINODE flew into the shadow of the moon  in the antumbra observed during the annular solar eclipse the diameter of which is 187 km  while flying over the North American continent at an altitude of 680 km at around 6 53 a.m. on Oct. 24  JST.  This annular solar eclipse was seen only in orbit and it was observed as a partial solar eclipse from the North American continent  the U.S. and Canada  and other areas on the 23rd  universal time . ',Japan
' The published photos and movies were taken by the X ray telescope  XRT  on the HINODE. The moon appeared from the west of the sun  on the right side on the images  and moved across the disk of the sun toward the east. The XRT captured the black moon in the shape of a crescent in front of the solar corona brightened by X ray. The HINODE is over eight years old since its launch on Sept. 23 2006 and it had met a total eclipse only once before  on March 19 2007  and an annular eclipse twice  Jan. 4 2011 and this time  in orbit. It is quite unusual that a satellite encountered a central eclipse in orbit three times. ',Japan
' Oct. 8 2014 Updated TRMM PR completed the post mission operation ',Japan
' The Precipitation Radar  PR  aboard the Tropical Rainfall Measuring Mission  TRMM  satellite completed its post mission operation on October 7 2014  UTC.  The TRMM has been in its 17th year of operation well exceeding its design life expectancy of three years and two months. Launched in November 1997 the TRMM was jointly developed by JAXA and NASA aiming at observing tropical precipitation. The PR was the world s first satellite onboard precipitation radar developed by Japan. 3D observation data of precipitation structure and phenomena acquired by the PR brought about various knowledge and findings that have contributed to elucidating global climate change. The PR mission will continue as it is succeeded by the Dual frequency Precipitation Radar  DPR  aboard the Global Precipitation Mission  GPM  core satellite launched on Feb. 28 2014. Image of precipitation distribution of Typhoon Phanfone  No.19  taken by the PR just before its operation completion on Oct. 7 ',Japan
' Mt. Ontake straddling Nagano and Gifu prefectures erupted at 11 52 a.m. on Sept. 27 2014. JAXA has been observing the volcanic activity and its impact by earth observation satellites. The DAICHI 2 acquired data on Mt. Ontake on Sept. 27 28 and 29. As it started regular observation operations in early August and captured some images of Mt. Ontake prior to the eruption we can compare images taken before and after the incident to study changes and the situation. The following image is a bird s eye view near the peak of Mt. Ontake after the eruption. A depression is found in the area circled yellow. For more details of the observation result by the DAICHI 2 please refer to the following website. ',Japan
' Sep. 30 2014 Updated New voyager to travel deep into space  Hayabusa2 to be launched on Nov. 30 ',Japan
' The launch date and time for the H IIA Launch Vehicle No. 26  H IIA F26  with the Asteroid Explorer Hayabusa2 onboard was decided to be at 1 24 48 p.m. on November 30  Sunday  2014  Japan Standard Time  . Launch site is Yoshinobu Launch Complex at the Tanegashima Space Center.   Launch time will be set for each launch day if the launch is delayed. ',Japan
' The latest information about Hayabusa2 and its launch preparation status will be updated on the Hayabusa2 project page. We welcome your support message for the Hayabusa2. Please send your support messages for the mission or tweet it including the hashtag  hayabusa2. ',Japan
' Sep. 26 2014 Updated HISAKI s first observation of Jupiter s magnetosphere ',Japan
' The Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere HISAKI launched by the Epsilon Launch Vehicle on Sept. 14 2013 observed Jupiter s magnetosphere using its onboard extreme ultraviolet spectroscope  EUV  and captured evidence that hot electrons flow toward Jupiter. This is important proof to support conventional theory. This research result was published in the American magazine Science  issued on Sept. 26 2014. Image  Evidence for global electron transportation into the Jovian inner magnetosphere.  Click to view larger image  ',Japan
' Sep. 5 2014 Updated Hayabusa2 revealed to the media ',Japan
' The Asteroid Explorer Hayabusa2  was shown to the media at Sagamihara Campus on August 31 2014. The Hayabusa2 is the successor of the Hayabusa which captured sample particles from an asteroid and returned to the Earth in 2010. By capitalizing on the experience of the Hayabusa the Hayabusa2 aims at acquiring samples and bringing them back from the C type asteroid 1999JU3 to elucidate the origin and evolution of the solar system and material for life. ',Japan
' I am bracing for the new voyage of the Hayabusa2. said Project Manager Kuninaka. The Hayabusa2 will be transferred to the Tanegashima Space Center for its launch in this winter after its final check there. ',Japan
' Sep. 5 2014 Updated NOAA to utilize data acquired by SHIZUKU ',Japan
' The U.S. National Oceanic and Atmospheric Administration  NOAA  has begun to routinely utilize observational data acquired by the Advanced Microwave Scanning Radiometer 2  AMSR2  aboard the Global Change Observing Mission   Water SHIZUKU  GCOM W  to monitor the land ocean and atmosphere globally and around the U.S. GCOM W was launched by the Japan Aerospace Exploration Agency  JAXA  in May 2012 and JAXA started providing the AMSR data to NOAA in February 2013. AMSR2 measuring weak microwave emissions from the Earth s surface through clouds data can characterize storms to better and more precisely understand the internal structure such as the eye of a hurricane. This summer NOAA also began testing these data in its numerical weather prediction system which will improve the initialization of the forecast guidance models. In Japan the AMSR2 data application into the Numerical Weather Prediction System by the Japan Meteorological Agency started last September to improve precipitation forecast accuracy. ',Japan
' Image  Hurricane Arthur on July 3 2014 Microwave observation  GCOM W AMSR2 . ',Japan
' Sep. 2 2014 Updated GPM providing 3D precipitation data ',Japan
' Data acquired by the GPM Core Observatory the JAXA NASA joint development mission has been provided to the public since Sept. 2. The observatory was subjected to calibration operations to improve its data accuracy and as the operations were completed the acquired GPM products are now available for public users through the online Earth observation satellite data provision system called Global Portal System  orG Portal.  GPM products contribute to more accurate understanding of global precipitation including rain and snow to be utilized for improving weather forecast precision and prediction of typhoon paths through data assimilation among world meteorological organizations including the Japan Meteorological Agency. They are also expected to be useful for preparations for floods in Asian countries. ',Japan
' Aug. 11 2014 Updated First Image Data Acquisition by CIRC onboard DAICHI 2 ',Japan
' Compact Infrared Camera  CIRC  is a technology demonstration payload onboard the DAICHI 2. CIRC is an infrared sensor intended for observing forest fires volcanoes and heat island phenomena. Since the initial functional verification phase  July 4 14 2014  CIRC has acquired the following images of Earth. Image  Night image of California  CST 00 20 . ',Japan
' Jun. 27 2014 Updated First Image Data fromDAICHI 2   ALOS 2  ',Japan
' JAXA acquired images from the PALSAR 2 aboard the DAICHI 2  ALOS 2 . The DAICHI 2 was launched on May 24 2014 and it is currently under initial functional verification. The images were captured during the verification stage. ',Japan
' The DAICHI 2 s observation data is expected to contribute to understanding damages from a disaster monitoring deforestation and more efficiently understanding farming areas. We plan to start offering images to the general public in late November. ',Japan
' Comparison of images taken by PALSAR 2 and DAICHI PALSAR  Urayasu City  ',Japan
' Comparison of images taken by PALSAR 2 and the synthetic aperture radar aboard airplane  Nishinoshima Island  ',Japan
' PALSAR 2 movies ',Japan
' Jun. 4 2014 Updated IKAROS wakes up from hibernation mode for third time ',Japan
' The IKAROS seemed to wake up from its hibernation mode in mid April and JAXA searched for it based on its attitude and orbit prediction to receive its radio waves. On May 22  Thu.  we successfully found the IKAROS which is flying at a distance of about 230 million kilometers from the Earth. We will continue to receive data from the IKAROS until mid June to confirm its condition and analyze the information. ',Japan
' The IKAROS launched in May 2010 completed its mission and is now revolving around the sun about every 10 months. Power generation is insufficient for seven months out of 10 so the IKAROS goes into hibernation mode for this period by shutting down instruments. For the remaining three months the IKAROS is awake with enough power so that we can receivedata from it. ',Japan
' May 29 2014 Updated First Integration Test for ASTRO H  for XRT  ',Japan
' As manufacturing of two Hard X ray Telescopes  HXTs  and two Soft X ray Telescopes  SXTs  has been completed and their performance has been confirmed they are going to be subject to the first integration test. During the test the telescopes will be mounted on an optical board to make sure that there is no interference with other structures or the satellite bus as well as that no problems arise with operations for controlling the telescope position or angle and operation tools. Photo  Satellite surrounded by a scaffold ',Japan
' May 27 2014 Updated DAICHI 2 critical operation phase successfully completed  Initial function verification starts  ',Japan
' The DAICHI 2 launched from the Tanegashima Space Center on May 24 performed important tasks including L band synthetic aperture radar deployment after its injection into the orbit thus its critical operation phase was successfully completed. The DAICHI 2 will take about two and a half months to verify the function of its onboard equipment and instruments in space. We expect to be able to publish images taken by the DAICHI 2 for the first time in a few weeks to a month if everything goes as scheduled. ',Japan
' May 24 2014 Updated Successful launch of H IIA F 24 with DAICHI 2  ALOS 2   ',Japan
' The launch of the H IIA Launch Vehicle No. 24 with The Advanced Land Observing Satellite 2 DAICHI 2  ALOS 2  aboard was successfully performed at 12 05 14 p.m. on May 24  Sat.  2014  Japan Standard Time . The launch vehicle flew normally and separated the DAICHI 2 at about 15 minutes and 47 seconds after liftoff. The DAICHI 2 will conduct critical phase operations including deploying the PALSER 2 antenna. We await your support messages  ',Japan
' May 22 2014 Updated DAICHI 2 H IIA F24 to be launched soon  Live broadcast from 11 15 a.m. on May 24  Sat.  ',Japan
' The launch time of the H IIA Launch Vehicle No. 14  H IIA F14  with the DAICHI 2 onboard was set for 12 05 14 p.m. on May 24  Sat.  2014  Japan Standard Time . JAXA will broadcast a live launch report from the Tanegashima Space Center from 11 15 a.m. on the day. You can watch it through the Internet at home. Please do not miss this event  Please send your support messages for the mission or tweet it including the hashtag  daichi2. ',Japan
' May 1 2014 Updated DAICHI 2  ALOS 2  revealed to the media at TNSC ',Japan
' On March 28  Fri.  the Advanced Land Observing Satellite 2 DAICHI 2  ALOS 2  was revealed to the press at the Spacecraft Test and Assembly Building 2  STA 2  at the Tanegashima Space Center  TNSC.  Project manager Shinichi Suzuki who has been involved in the project since the DAICHI the predecessor of the DAICHI 2 commented We have developed high quality radar and data transmission technologies this time. Whenever our test results did not seem logical we discussed the results in cooperation with the manufacturer and related workers to find a solution. Now I would like to brace myself for the launch. ',Japan
' The DAICHI 2 will be launched by the H IIA Launch Vehicle No. 24 on May 24  Sat.  after going through final preparations. Once the DAICHI 2 is launched we hope it will work hard for us without coming back to the Earth again. DAICHI 2 have a safe trip under the best preparations  ',Japan
' Support messages for the DAICHI 2 launch are welcomed at the special site. ',Japan
' Mar. 31 2014 Updated DAICHI 2  ALOS 2  transportation to Tanegashima ',Japan
' We would like to report to you the transportation of the DAICHI 2  ALOS 2  from the Mitsubishi Electric s Kamakura Works where its assembly and tests were conducted to the Tanegashima Space Center  TNSC . Preparation for the transportation began around noon on Feb. 21.After midnight or in the very early morning of the 22nd the DAICHI packed in a container was loaded onto a large truck to go to Kawasaki Port. The container was then placed on a boat at the port to make a 56 hour trip by sea to Shimama Port on Tanegashima Island. The container unloaded from the ship waited on a large tractor till late at night when traffic became lighter and it was transported to the TNSC. The DAICH 2 was moved into the Spacecraft Test and Assembly Building 2  STA2  at the TNSC and unpacked there. The satellite will undergo various checks there. ',Japan
' Mar. 25 2014 Updated First Images Available from JAXA NASA Global Rain and Snowfall Satellite ',Japan
' JAXA and the NASA have released the first images captured by their newest Earth observing satellite GPM Core Observatory which launched into space Feb. 28  JST . ',Japan
' The images show precipitation falling inside a March 10 cyclone over the northwest Pacific Ocean east of Japan. The data were collected by the GPM Core Observatory s two instruments  JAXA s Dual frequency Precipitation Radar  DPR  which imaged a three dimensional cross section of the storm  and NASA s GPM Microwave Imager  GMI  which observed precipitation across a broad swath. ',Japan
' Mar. 20 2014 Updated AKARI made a step to a key to understand the material evolution in the universe ',Japan
' A team of astronomers based at the University of Tokyo has made a significant step in better understanding the material evolution of the universe. Led by Ms Tamami I. Mori a research fellow for the Japan Society for the Promotion of Science the study may help to give new insights into complex carbon chemistry in the galaxy. This work by Mori et al. has been recently published in issue 784 of the Astrophysical Journal. ',Japan
' Mar. 14 2014 Updated Launch date set for DAICHI 2 on H IIA F24  ',Japan
' The launch date and time for the H IIA Launch Vehicle No. 24  H IIA F24  with the Advanced Land Observing Satellite 2 DAICHI 2  ALOS 2  onboard was decided to be at around 12 05 p.m. thru 12 20 p.m.  JST  on May 24  Sat.  2014  Japan Standard Time.  The DAICHI 2  ALOS 2  is a follow on mission from the DAICHI   ALOS . It is equipped with the L band Synthetic Aperture Radar  PALSAR 2  and its major mission objectives are to secure the safety of people s lives and to solve global environmental problems. The latest information about the DAICHI 2 and its launch preparation status will be updated on this page. ',Japan
' Feb. 28 2014 Updated Successful launch of H IIA F23 with GPM core ovservatory aboard  ',Japan
